4,1
0,0
37673,43960
22550,21830
477,180
266,10
21,1
4,1
1,0
4464,1165
2688,560
328,73
259,51
633,20
202,13
161,10
6067,680
1874,201
1725,150
498,40
7694,800
3433,575
1993,275
179,20
591,35
3394,721
359,15
84,21
35,7
17237,5070
13901,2000
7659,1110
3075,348
2370,250
454,45
749,100
312,50
46102,11221
30,5000
15,2
5247648,1433700
1537132,504670
916321,228611
874491,301480
723159,182297
468498,104330
318823,65
250901,89
193844,142910
179440,67052
167246,39440
158693,40245
132226,28534
125019,27360
41437,28411
25436,3039
10785,1908
175,5
14,2
761,440
34480,7545
3169,21
1211,10
685,6
522,4
56,1
10,1
2080,950
201,46
60,1
9,2
1,1
1,1
40883,14000
35606,15750
31925,10400
16099,7000
880,200
7825,2550
13,3
2569664,742398
860231,270920
719372,230920
521193,164930
285954,117476
280426,86770
161976,48720
96240,33540
87285,30770
77693,24733
39840,12000
27894,7113
412,107
97,13
54,13
29829,9000
27999,4000
8593,2471
28,2
576059,170460
121338,38520
105405,34560
38588,12610
309,62
266,58
244,20
1740,600
1664889,339886
1314595,267520
578597,125420
237249,46330
171028,37639
114933,21288
101325,17051
94855,19136
62082,11260
56248,10200
34938,6268
32239,7980
21515,4054
2651,328
962,59
4,25
32073,15646
99412,41500
3960,680
1950,600
140117,71500
47274,14399
18196,4550
7492,1425
6570,3000
3988,1200
2098,1000
4608,1050
1948354,1014609
237156,117000
233389,128800
187829,109600
169602,100008
161591,78600
31907,10840
21467,8500
10044,7000
3741,1400
3069,1230
2715,652
1217,600
223,100
64,15
41,10
26,10
2,4
11615,2840
40118,2100
96,11
953,120
130,10
9,1
11223,2842
4326,700
1878,80
1112,77
216,11
22,0
0,0
101076,2720
13164,340
113528,19440
47129,7920
1982,360
753,62
425,50
9,1
1,1
8510,1050
2894,180
1579,340
420,50
1821075,247876
115,40
34776,4320
18931,2350
0,1
9813097,1251043
594684,101700
519262,9400
504085,69120
203687,24378
191908,31693
118792,13050
102647,991
92456,9675
54565,14080
18072,1800
10930,287
9484,807
9096,1300
6603,1832
3443,336
2040,380
1591,152
406,1
324,0
321,20
10,2
19145,5734
106,50
43302354,30873182
658520,417350
556912,319380
48123,29963
10,4
17164,6726
56892,13200
14029,3431
2099,125
14048,5940
12900,2000
1644090,1000000
367887,200768
74978,39961
30020,9716
13306,4618
1900,600
1691,352
773,129
0,0
313325,83887
28845,309
23507,521
12362,149
8001,131
7523,260
3593,59
3052,77
1901,30
1779,28
1378,30
950,16
572,10
28492,6800
19,1
19461,2160
691,51
1458,350
1,1
1350,1250
626,200
295,55
6,1
1,0
181440,24000
4010,1000
1679,300
102079,6400
35832,2250
15329,1050
10980,300
6341,210
2891,90
113030,27000
21624,2500
21521,4050
16555,3500
5779,1202
1913,325
284077,18520
201839,13920
56399,4000
32894,1950
5453,29
3896,75
2137,2
834,3
417,5
150,5
25,0
0,0
4212985,100523
3224230,77111
1936923,46271
8581,103
6659,27
371,18
318,20
59,0
52733,27500
1270,360
853,275
83,75
1,15
7379,908
2333,270
2306,270
171677,32000
47258,8000
11435,2461
4800,800
3863,810
2604,201
1529,340
1410,200
1459,200
445,5
55,1
354625,81900
297708,68022
17334,3740
9109,2080
3380,1000
1975,455
266,76
49,1
3230745,209270
1453955,185331
387256,147000
287972,78942
68035,10885
61249,204
31449,8500
19879,4000
10205,340
549,25
14,2
5,1
138,5
927559,39600
2872,180
1089,5
676,3
375,18
326,26
5,0
500735,30400
102775,5001
51870,2500
34079,2000
20159,1000
3366,134
3256,124
902,19
510,228
365,2
313,0
294,7
259,10
225,0
207,5
152,0
99,2
26,1
331503,160000
181404,86460
98497,56690
4247,1948
443,190
1414,216
15,1
23927,15995
58175,249
3479,700
10000,1000
43,1
290,50
36,2
1,2
1153282,547646
127979,59250
114018,56250
38006,18750
13999,6000
11749,5000
7448,392
4360,128
2240,200
542,35
282,25
81,1
12346,1531
5790,499
3200,310
1090,95
272,25
136,10
5052928,3155120
2398197,1242233
1429369,976320
773611,499970
516487,354102
91922,60100
82650,60360
71267,39910
52967,40280
26846,19960
32388,15000
96047,40020
27656,11501
14878,3629
3078358,2855083
602183,559000
232962,204000
150996,140000
77040,72000
72094,66000
49920,48000
253,5
121086889,143889500
117344004,124209397
31616624,39625500
29698853,42714000
28776326,34100000
13879553,18096000
1420997,1760000
1067636,1430000
30,3
4228718,1686634
834817,385790
493367,226670
222072,100490
41895,19950
2049,1000
1231,522
1,2
57829,25956
2388,33
1542,17
941,15
437,0
68,0
61,0
24,0
183013,26004
149234,93600
47400,6000
6305,2020
2788,696
1094,97
1019,100
260,4
173,2
171,12
152,5
11,8
1,0
72964,39440
21770,3352
1869,44
629,15
291,9
43,1
42,1
3399,77
1056,14
907,22
770,60
549,15
351,10
242,7
191,5
139,4
102,3
292012,208137
252575,280231
62400,60000
20800,20000
8970,3300
6395,3100
3075,203
2875,1764
1818,100
1042,38
599,12
331,80
293,7
128,125
119,300
76,4
59,3
49,2
6566,19600
4364,3014
3827,902
2720,1600
1969,122
1926,1250
1666,75
259,13
206,5
157,13
119,6
45,2
43,2
9,2
1,0
45,3
140319,38000
4094,300
629,6
211,3
159,3
43056,1600
15478,4085
1302,21
976,67
156,4
1,0
7283,3800
6888,5000
82,50
2765,150
31880,2000
5507,650
32000,10000
14241,1557
4140,500
0,0
5880,2400
104,36
9,25
2425,860
385,0
8746,692
3416,105
1140,5
385,53
294,16
1,0
18959,8000
1434,210
276,7
150,2
139,2
43,1
421958,18207
8050,350
3149,75
2361,50
1,0
78142,13200
8430,1240
1831,101
1478,220
703,60
2674,50
167,40
165,30
819983,184705
58197,9165
48905,10105
37683,8695
10292,2350
7839,1410
5586,1365
846,157
542,120
6642137,1399882
3166193,673510
2931490,700120
2222149,510870
1678127,337307
1447992,389325
790260,164765
761114,178915
508273,102735
431068,89000
396747,75000
342545,84665
243816,72000
78072,15675
57299,12935
2062,247
184,19
6,0
110842,18154
2484,350
1766,12
13,2
14273,2280
4809,685
1182,200
89585,2300
38137,1525
131,25
12135,245
2245,36
1859,28
464,4
372,26
357,50
6291,1890
494,110
66922,39600
10997,765
5905,50
3008,400
1445,140
549,75
136,10
61,2
3687027,1063300
12,0
31789,9250
4050,1300
1144,250
1000,500
78,27
23,23
16433520,429422
6929474,158548
2006997,56250
998749,24475
538998,11000
494598,13000
284998,7500
272638,4605
137399,1350
78000,2000
68600,1400
32809,950
26091,450
3730,1000
1260,150
860,100
260,25
714,180
1033570,248037
585000,975
256067,500
243748,675
176826,375
152726,2623
72599,120
37923,60
28725,9094
20970,25
17014,2400
9904,525
1997,50
499,40
216,4
3,2
0,0
38355,5000
3883,891
86987,26770
61023,16980
21760,8000
8837,5250
7000,2500
89,1
7236,7200
553506,330219
294462,110540
132018,46660
99012,23731
63098,39600
54648,19800
54319,16000
51359,24000
50700,19800
24521,7860
13913,3530
11757,2760
35547,2531
7490,63
4097,30
1806,14
1637,10
1503,14
1323,12
597,6
515,12
92,1
42,0
0,0
16365,18285
960998,62000
171119,24800
201214,8614
83637,1200
28500,300
169,20
127,25
3900,600
280828,78290
197466,13645
217,2
136,17
536333,385110
589958,511870
3916,2560
1,2
5461600,4161490
507,35
161,15
5707,1769
1252,17
1043,22
727,8
126,1
108,1
95,1
150,2
40,0
584309,174720
248542,83200
209039,62400
10003,3640
1240000,31000
1069,10
219,1
45,0
3016465,918945
798163,195620
629763,207600
258569,83280
169678,33600
109760,22400
54880,11200
17863,2300
9150,3150
5509,1280
10400,720
414,30
1,0
254,4
44,0
1216854,427850
140084,41201
66599,32020
21333,2608
7058,1881
17,7
0,1
1973,350
10,2
1,0
10961,1700
5,0
7169,17200
338,40
65,8
2319,7
1722,4
622,316
44100,14000
4304,2870
43,55
744,2
295,0
115,0
86,0
55,0
122296,17725
315,0
3777314,156050
2890923,152025
256315,11750
133816,6500
121431,6350
116400,5500
29315,1250
6503,300
5768,250
242991,1050
80000,200
60707,2688
21500,100
13500,5
12250,50
7500,10
3675,15
3137,370
6,2
1,0
1,0
0,0
3879,400
821787,30642
495,18
2,0
5392,1300
39,9
3532,197
558,0
16,0
755,50
1825,25
16979,1658
8110,800
1859,200
9653,1200
3999,100
352,0
136,0
23,2
6619399,5089088
2197314,1860230
1151075,964190
1035969,797031
306346,185360
114310,103920
92786,56160
27042,23000
23719,14400
22021,11960
18999,12000
18960,12000
18419,12000
17264,10400
16573,9765
5957,6515
5101,900
0,1
700,130
6,0
1289581,1078546
1173093,1057010
836182,734440
766355,734390
651518,406980
206710,132000
160387,115000
114444,73600
45264,27600
14535,9200
10883,6900
7360,4600
7129,4600
5023,2990
345,18
192,64
115,3
22,0
1707777,1563540
1649340,1425310
1140886,962620
805147,491590
712256,644810
476230,306674
472305,399750
306270,202200
175113,93240
120790,109810
111618,47150
66130,39600
58515,36804
37386,23000
37271,24156
28151,18400
27967,18400
27583,15410
22721,21890
5411,2400
1490,330
843,56
2,1
40567,2368
5999,800
9,2
2450,1000
2449,1000
11,2
13,2
583367,754
13999,10
10000,10
4400,2
526815,458
363524,240
54248,356
38978,3294
22475,145
13628,986
11498,500
2500,2
1769,398
621,5
583,8
477,8
268,3
76,1
69,0
277290,31
16500,3
5599,2
1406,238
164,2
0,1
335,2
20812,13875
381,6
209,25
2009,100
330,3
106,1
52,1
40389,7200
685,15
418,8
378,6
372,5
215,400
151999,10000
19278,11900
11040,907
1710,250
552,45
512,12
361,12
56,2
18,2
9,1
145089,39981
26649,11006
6977,3210
1888,842
990,30
417,8
371,12
279,9
220,30
62,2
59,1
1,0
941,30
457,24
36,5
24,25
108000,1200
2403370,129251
92628,3000
66043,14130
31339,9000
27917,325
22032,800
18092,416
6460,200
4224,531
1008,55
488,12
474,11
72,8
55,17
0,79
64999,15000
37413,5712
8700,1200
277,0
1,1
4801,14011
669683,540409
407580,37100
10536,600
941,25
3562,1475
1813,800
1159,800
583,33
347,200
194,11
63,20
221,22
65479,14000
37600,8000
1195,8
255,160
425473,254649
62212,34801
14370,6680
8891,3600
1980,1200
91911,48070
26966,7265
21051,6840
10828,3610
6725,2280
1847,91
1109,380
738,180
1,0
2536632,381505
759014,19216
27159,1588
22222,4309
11406,423
9523,146
9035,1226
4629,497
3939,89
3393,2880
3239,34
3226,386
1201,1
1165,6
980,207
969,740
806,130
308,50
14,3
4880,932
49492,40869
44100,21000
9336,1890
936,9
14240,2000
14034,1100
1742,300
150,22
0,1
34,1
2025,320
1195,53
2601,960
5,5
1,2
63819,36141
7348,602
1574,213
642,105
576,35
451,66
368,46
297,23
205,14
113,15
99,6
61,5
14,0
5,1
38009,4993
24372,12810
15164,1015
4089,640
2134,459
1616,181
86,2
6,0
22992,4892
1388037,165000
961738,122410
198468,23850
75645,9000
61482,7500
54003,6775
29879,3600
24149,3000
21690,2250
19978,1800
4185,450
4185,450
3329,450
5,5
108,20
160,0
12504,418
6192,500
2436599,4127
227687,3348
205964,94
6050,5
929,200
852,1
849,50
209,23
34,6
5,0
6568,91
198,4
20,0
19,0
19,0
10356,2350
9014,630
1694,293
1,1
312,32
358185,72173
184746,12741
147190,21306
68000,4000
44999,6000
7878,200
7799,300
6599,750
2992,429
2085,350
1500,25
1249,25
187,188
128,0
41,1
15298298,11827581
3384573,2797168
413,200
84,21
4,1
30,0
30,0
29,0
1402336,98525
935872,58300
389440,29322139
370397,23100
231611,15050
212835,14700
128207,8400
86452,10744
75278,7080
58472,7139
49561,5884
41173,3727
28961,325
27963,1750
20951,2203
13019,640
12125,1264
9753,961
6863,657
5967,569
1910,190
1689,190
947,95
302,38
26989,4908
26727,3349
24352,5355
24189,3741
17468,3306
1097,200
419,100
2876641,238607
363443,24024
179759,12000
12530,272
7,1
3641135,254712
1094398,64000
455367,2502
71332,1800
44686,4200
21088,580
4788,450
162,0
54,0
4399,381
697,191
8640,720
2658068,41300
1283684,20020
156778,12420
150708,10262
106411,9180
27450,1620
7452,844
4162,360
3151,180
1211,18
265,0
177,8
28911,8750
15589,4500
8797,2250
4902,1166
3324,1000
1742,396
9270,2250
6685,2750
2479,71
28648,6522
19687,6250
5900,2000
2278,60
1484,300
677,60
197,30
19,2
4003,1134
1071,238
10000,4840
17819,3000
3449,600
1196110,353880
348323,58020
168350,58880
154079,36000
144000,48000
16439,3000
4522,2000
110,45
29,0
88711,495
15250,2460
477,50
4,0
253,25
27,3
494195,125307
0,1
1632,272
29,0
99556,12600
24804,5000
637196,216000
504651,184791
37198,16800
3284,300
1543,240
75000,12300
99,1
71,1
10768,4462
1284,2
964,0
148,0
92,0
1031,60
14,0
46419,8775
142,2
699999,400000
3123,4005
38,40
7,1
0,1
1618580,161213
656,25
978,20
64620,18000
9135,232
2364,109
376,10
263,13
172,4
41,1
0,1
2794,450
754,60
1169025,168407
580712,85502
135151,53700
80417,9136
47534,501
22416,5
16750,2500
3108,77
2672,5
1518,40
773,14
400,1
0,0
0,0
0,1
72464,36002
44199,26000
41890,19000
21049,2347
1011,40
2759,5
110699,36000
19265,2800
8359,2000
7811,2971
1199,220
618,40
18,2
0,1
1,1
1398547,38155
338987,2460
110897,32682
110585,11560
70782,6066
65826,7258
60172,3500
50445,2850
44650,2400
11981,680
3150,1000
2105,390
329,60
232,13
202,10
98,5
24616,939
18022,5664
9799,351
4834,144
3086,52
2330,84
1790,181
1770,360
614,18
482,35
559,35
120,3
2090,216
57,3
13,1
229772,12730
58127,2660
17217,760
9912,300
3976,190
183,1
31,59
3525,14
41248,550
1650,50
0,0
446174,5800
350999,2600
146555,525
52700,310
45078,460
12441,127
9508,25
1950,25
182,2
23,0
13235,638
6702,520
1780,138
1208,91
1218,70
17,1
680,5
231,2
231,2
216,2
116,1
77,1
19,0
163215,11871
68792,4164
34464,1025
17367,865
15000,150
4150,3
3545,10207
2684,122
976,1
693,25
238,2
2,5
1325,40
563,12
482,16
139,4
30,1
4897,252
3679,200
2840,175
2283,25
6633,320
1327,60
552,26
450,15
260,11
1962,40
705,30
90,3
8265426,787723
6658299,281493
2665031,257200
1841208,2540
1511408,144630
1266520,122400
850007,81800
537018,18
310384,31610
297938,1806
223767,20125
159734,8
124015,9
88797,9455
74109,9600
61846,6000
55690,85
53662,4
51930,5000
40385,4000
33533,3000
7919,804
6050,136
4590,205
1402,0
173,5000
69,0
0,0
1016,1
142,0
55199,1500
3942,866
81523,2423
8243,4731
6546,6888
2874,2208
2698,1334
2671,1801
1500,0
717,355
579,287
215,130
10,0
0,0
54368,6300
10403,117
9900,1200
6018,1046
4729,1760
4716,1760
3098,944
666,65
344,93
3186,31
25,48
0,0
47234,83600
10000,250
0,0
91508,0
59355,18960
22310,22
20827,6849
144,0
10,0
2,2
8631,308
1600,200
556,26
459,18
298,12
293,12
225,8
172,7
155,6
49,0
458,2
268816,74880
128,1
0,0
0,0
0,0
341316,18085
241535,27100
53679,8000
29170,100
1773,300
0,1
201192,101
59,0
2993351,14217
388421,818
354286,1084
252999,230
101248,54
40000,20
25998,13
24500,10
13998,4
13361,2000
11847,5
10400,4
8125,3
4799,2
3251,1
1920,0
675,0
60,1
38,1
19,36
3,0
1,0
1,0
11335,1600
6782,1500
5749,25
262360,94
19000,100
16200,3
521,3
110,0
69,0
10,1
308447,25
116744,2335
753,182
0,0
0,0
2764558,20475
397227,306
233327,1728
47123,382
44999,50
27080,2000
11418,58
5625,25
2849,10
1649,1
1599,2
423,1
263,2
213,2
0,0
13500,500
979017,16317
975195,18400
492382,8146
59150,845
42169,700
27199,400
13125,25
2250,5
1292337,648
1102665,1726
343750,125
330757,159
321826,223
218806,65
203702,0
122867,37
61179,79
55244,381
20197,6
10150,70
8699,60
5799,40
297,0
259,260
0,0
0,0
27704,900
11142,3646
139,20
2817914,1382657
157316,43916
155653,29213
152056,33418
140185,32975
128399,32438
96211,26453
35460,18000
12997,2897
8961,3289
3975,901
29247,11100
22399,8000
8760,2000
6578,1452
49,1
887,300
49974,19155
216539,72000
210600,90000
49864,55800
17941,5981
7060,1376
5314,1270
3305,870
1559,800
5,0
14577378,8334000
12245933,7098000
8123717,5040000
7824821,4461000
6559601,3789000
1166760,714000
988847,504000
781200,504000
740,200
3,4
1,1
2376,646
466,6
1196,200
805,206
7450115,21421
889350,2404
235382,654
7639,123
6075,0
349,0
306,2
5,0
3561,0
1,0
0,0
2288,6
8528154,24000
3049537,60403
352844,7600
229349,6000
200291,4700
207627,989
3725,250
746,0
125,1
169319,2040
694386,1920
1845779,104772
123497,7170
1332,75
1195,40
620,20
4865596,167883
645495,10111
357990,12275
276187,207
241999,8000
237660,334
136249,4200
110249,3125
68999,1500
64497,1500
53999,1800
50999,1127
48119,1079
40499,1025
26039,24
24180,300
20999,525
15199,400
9040,235
5625,125
5074,4
125749,873
16999,100
12500,50
12499,50
3920,4
2049,5
1500,3
0,0
0,0
35980979,68330
388283,63
124160,8
68872,18
43912,8
14701,88
14444,47
1853,0
1518,1
554,10
527,0
410,21
190,0
123,0
58,0
12,8
1,0
1,0
9500,25
23958930,272400
355979,87028
332514,72000
21799,50
19015,548
266,2
82,1
9660,2000
7098,1500
1368,327
2497,550
848,175
2,0
1020,300
44817,18000
42400,10000
629,140
8,2
414627,3499
332832,2080
262336,1299
121125,560
93000,600
90231,317
58998,200
19800,100
13338,68
5699,50
2299,418
134,0
127,30
4239,0
1618,0
1425,2
1195,0
861,738
714,0
354,0
229,0
225,0
119,0
78,0
4,0
29630955,66713
10777833,54648
3167667,31773
2997497,15569
2182308,15600
1946091,8780
1889052,4770
1723124,13375
851063,1670
839347,6000
781459,5425
623890,449
584517,5306
572997,4000
467574,3450
314779,3246
295519,25
288252,2000
254789,2322
221339,1275
181752,7
177094,715
140083,137
132402,883
101864,1275
93394,900
81786,259
76445,600
64984,375
62706,600
58095,350
54965,500
54871,500
54283,1029
48793,104
35461,3
15815,91
13738,100
5161,30
4212,20
2955,0
2200,17
1056,155
629,45
89,0
1,0
0,0
92624,1950
312682,54412
142,2
9900,880
377,50
1098403,678
35700,7
12250,26
8484,7
8274,734
2610,900
880,50
437,46
321,3
115,0
104,1
40,0
5,1
146414,1500
19772,155
17270,160
16299,130
6329,100
3591,40
2702,25
1138,10
1087,10
619,5
30,0
50912,1315
25447,580
21878,465
16967,200
12727,300
4566,70
2058,25
1245,15
252,5
76401,3420
46013,960
23415,500
7984,140
2631,40
1072,20
986,20
619,20
571,20
0,0
83373,600
17212,65
14558,105
8122,45
7083,25
4521,50
4422,40
30,0
1,0
0,0
15657,513
54578,3550
23369,700
5718,300
2610,100
1195,40
845,20
735,40
60,0
67999,4000
10051,675
2397,50
2328,150
2117,65
1252,35
262,5
4499,500
66899,1245
61815,1300
13694,360
3550,60
1792,20
1526,20
1361,20
1168,20
30,0
0,0
733301,630
42901,707
27999,4
10014,355
7993,20
2765,45
2755,45
2322,45
2172,0
30,0
0,0
277199,33
38500,4
26999,3
21969,2
16499,3
7019,1
600933,102
81000,15
93418,4086
42470,1600
41728,9502
31727,975
26227,1075
21020,1325
11331,2027
9819,1202
5980,177
4458,301
1975,50
1347,5
971,3
658,25
636,2
607,3
418,3
272,1
30,0
4,1
54615,800
0,0
175416,7095
89303,550
15770,300
14392,210
7196,380
4104,80
2504,140
143354,2127
115076,1010
112373,8105
96481,4906
39285,1455
28132,448
18554,180
12141,120
10424,1500
4809,60
4575,300
2008,40
30,0
38606,743
12911,30
3020,9
2478,5
1487,4
1236,10
30,0
0,0
8929,3
88763,6360
37687,3020
27439,2000
6542,360
4607,280
3349,160
2379,200
2142,120
1864,120
30,0
22,1
0,0
46174,585
30990,465
27379,515
22574,578
20094,7
11521,275
10234,52
3281,50
2137,50
326,6
30,0
13656,5
2210,130
1418,1
210,0
21858,251
10362,600
5999,1100
441,1
432,3
28,2
1495568,241482
552021,18345
418309,4215
391888,12025
199612,3843
116127,2211
90997,1089
75405,2063
49422,764
43750,2525
31726,985
31500,2100
16122,2373
14340,1172
12574,172
1779,25
1711,75
1638,87
1398,36
1349,250
6,0
16,24
170153,10354
0,0
63955,7
1105895,29
677508,16
445533,19
386215,30
277198,9
34532,0
20434,1
13213,0
6606,0
4250,0
40622,2
23396,1
988099,551
408168,103
224258,19
182488,54
182372,26
52050,15
52047,13
31351,1
21694,6
16038,1
1750,0
9000876,7359
6186977,4298
39681,35
8249,5
587440,86
823928,1085
690595,910
679205,895
611056,805
569937,751
333910,440
45532,60
22766,30
8346,12
344,1
208811,65
25036,8
2438998,3186
995124,1300
407235,532
176058,230
72521,95
11481,15
1530,2
75454,8
805000,3500
3979,2
2206848,1278
1370505,828
456797,256
361399,200
127240,70
148850,65
23100,3
17352,6
6,0
174967,13
1,1
4381490,5818
1508282,250
1989171,4272
1116808,3170
820539,2201
303021,512
10198,10
400,0
234,0
32,0
157641,1946
60256,60
26281,22
21057,20
10565,10
8595,11
0,0
966761,42
845135,5137
771064,246
678999,1277
443390,141
429563,71
353157,58
38080,12
12903,4
0,0
3137039,1158
1900,50
1507458,12470
740149,4790
556768,3880
222072,1655
127827,1584
100439,930
47653,210
14400,225
11134,60
6361,30
5759,80
437,5
0,0
1,0
27616,88000
5041277,217500
927800,40000
830875,35259
699000,30000
250000,10000
178953,11185
92359,4000
3899,100
14,0
846057,51907
520385,32799
60000,100
370000,100
0,0
421,0
8827,646
4414,180
19753,4000
7644,99
6868,2252
5129,1000
4250,500
962,1
2473035,100830
608556,23227
194936,7920
184552,7560
44099,1050
690055,26040
75000,3000
37499,1500
6,0
845940,20075
480000,15000
209997,6000
190162,5675
142648,4100
137396,3650
136944,4200
111825,3150
104748,3000
86323,2125
83229,2000
73499,1750
42499,1250
40799,1000
33999,850
28499,750
10499,300
9960,200
4559,60
64598,1200
10625,250
1574,251
10841583,339763
3623703,112282
3218185,100100
1745942,51375
916445,28550
657916,16950
465000,15000
448244,13350
314821,9450
220123,6125
208358,6400
175202,4612
129996,4000
107249,3300
105000,3000
81998,2450
73126,2125
49499,1500
30598,900
20400,600
2815,68
397,2
3412,175
75,2
405696,4001
65999,1200
5,5
4,1
200999,800
151855,461
39178,100
25234,100
16648,55
277,1
8745,50
7787,33
0,0
33000,600
0,0
154904,2700
136020,602
134907,500
108481,385
76552,375
35748,98
23624,76
7979,45
2,0
4463437,24939
2471020,52575
123120,855
41300,295
24403,180
19553,70
11579,75
8156,60
611,13
24,46
20,10
0,0
382,21
29,0
65,0
10,3
413672,1561
292984,23
4700,120
153,5
75,1
2,0
2,0
9188,336
515,35
460,877
58,0
2,0
8121,48
146,5
119,1
42,1
3,0
6208502,24591
209399,1590
624,1
60,6
53,0
13,0
5,0
4,0
1,0
234075,391
112500,6
96678,137
46199,42
35330,46
30245,10
19499,2
14563,2
12999,1
11710,5
10886,5
3250,0
3000,0
2785,5
2700,0
1388,447
200,6
100,3
80989,56
1599,25
2612023,26904
32534,1
26295,1867
3279,0
2403,1
324,84
319,1
225,8
200,90
67,7
17,2
8,0
0,0
185951,931
40,5
917946,398
76250,112
5421,9
3680,4
7279,33
5899,9
799,6
213,2
14364,24
11176,18
9,0
1063951,5500
210000,1100
8,9
343595,2993
2399,2
41603,2
490,1
4266,1
546,4
145573,77
24302391,11575
17965384,362988
137500,125000
64799,2
30787,62
19798,67
17498,35
14475,3
14217,25
4807,2
1989,0
1798,5
317,1
57,0
26,0
10,0
4,1
0,21
112,1
503,0
645750,225
110104,977
7500,1
3645,1
732,1
289853,485
211513,507
191949,383
107686,7244
106828,153
53955,3379
49557,2811
45688,138
24707,27
20819,1355
1689,174
448,16
2464139,98937
1255971,21574
1242869,39250
1134309,65465
937577,11269
720850,27953
559404,24282
468705,22882
461249,6698
441654,5855
438051,12907
433365,3360
403775,18011
375827,11066
337001,11493
325295,12817
302435,14183
285647,19082
273887,7118
264249,14742
233600,12318
227899,10349
199675,8008
192097,3609
143999,2750
117372,3387
86520,1525
82845,10312
81901,4347
80906,1600
71341,2505
68804,485
67999,3767
51709,3801
48298,177
27731,1039
25895,798
23037,565
22148,693
14895,378
11129,162
9705,548
7569,33
7373,233
7224,54
4756,126
3576,156
2880,52
2377,156
208,7
82,5
0,0
8399,554
10,0
608,0
10063,181
4703,0
3488,20
1648,66000
547,1
310,1
300,0
240,0
90,0
44,10
28,6
25,26
23,0
23,0
19,128
9,0
6,0
389,79
13066,1100
1874,125
27,0
2280748,8656
843665,2832
256921,576
217231,2175
203625,432
178817,600
146120,575
88081,5428
69733,208
64330,168
63055,201
48965,128
37273,119
15388,40
13681,1284
9980,32
8607,34
8050,510
151,125
40,1
3977,2400
1,0
19820,700
250,47
68,2
5352,167
9919330,18036
660290,11029
264277,13006
262679,15
144499,9139
126741,63345
55000,1000
18450,3276
11055,1942
3770,6141
2234,126
1141,0
149,300
95,15
13,8
3,2
2,0
1,47
67678,2784
28499,883
916146,38202
479133,13164
402944,29381
257893,6834
198209,2585
187653,10782
138119,9194
119193,7762
98996,7519
79106,2382
75882,3034
51213,3365
29395,1426
26699,1534
24995,580
24754,1047
19262,1692
15564,3154
5036,500
274,6
210,0
12178,3199
321,15
846673,13911
423264,3700
211494,4146
27999,222
21419,408
11999,193
8251,122
771487,7253
712783,15279
83299,626
81803,327
64620,670
40868,480
30542,95
14798,133
4948,41
1115,11
5436880,392
4206820,108463
4093131,124071
3834202,122347
2868788,324006
2732460,70816
2288759,884
1569202,42351
1491122,63835
1178058,37440
1025745,38301
943723,40656
858566,94639
548703,29431
466325,13054
465142,22913
400647,141927
359222,24139
356869,16890
322581,8205
290121,1002
227409,33373
193809,5666
157416,1118
154960,8934
147833,9326
136014,1080
123694,1230
95168,287
84203,2450
46244,16095
40643,2292
14536,473
4056,31
3024,162
973,280
25,9
21,0
10,0
602086,3439
472322,9691
456047,9513
249743,1753
235352,2210
233664,1903
141837,1927
132258,2427
80869,1467
73660,1410
45484,439
17381,127
499,13
450,0
9,0
9419,397
266020,6073
221209,4263
119615,2894
15035,182
13965,463
9856,216
9309,57
4962,38
1670,16
796,17
540,13
411,8
18,1
10,0
3,1
3287471,73945
1749692,5249
1694002,23823
1313749,25235
1120937,22492
778525,14004
604748,764
331791,7287
278282,52366
180528,2048
125779,1947
95984,1655
71036,1311
66410,1731
62261,1626
50891,575
21756,190
19078,932
9367,315
6613,78
4062,63
2521,193
1322,225
375,4
301,10
211,5
153,157
6078,317
2175,22
164949,454
55776,160
23189,130
10500,4
174482,1967
150387,616
110919,163
97870,342
71052,507
69557,181
25579,71
22360,33
14177,44
12799,60
55,0
7940478,35569
6751599,51540
5575126,91902
4014073,85271
2567185,43096
2225861,10208
2127629,39514
1957780,16803
1473892,43071
1167376,37203
821650,11165
481974,351
323919,2516
275928,479
262264,6235
260934,4371
253842,4091
185696,3174
124022,5331
120891,1830
118645,46748
107154,3159
104162,603
101642,2159
93592,90
86098,63
80466,782
71756,2706
70248,99
63627,2078
